tenure_years,department,role_level,overtime_hours_monthly,absence_rate,leave_utilization_rate,months_since_promotion,salary_percentile_in_dept,job_satisfaction,attrited
4.11,Marketing,1,5.6,0.0463,0.5183,60.0,62.2,5,0
4.2,Finance,5,11.4,0.0707,0.7967,12.2,34.3,4,0
5.12,Finance,2,2.0,0.0288,0.8041,8.4,96.7,4,0
9.74,Operations,2,11.7,0.0296,0.6532,0.2,48.6,1,1
3.76,HR,2,3.4,0.0553,0.8773,56.0,72.3,2,0
0.51,Marketing,2,2.6,0.0235,0.8438,0.5,66.6,4,0
5.37,Operations,2,9.6,0.0126,0.3664,4.8,1.1,5,0
4.83,Marketing,2,2.4,0.0509,0.754,26.3,45.7,4,1
5.62,Engineering,4,1.1,0.0235,0.5571,31.9,60.7,3,0
1.22,Sales,1,12.8,0.0311,0.7936,18.6,100.0,5,0
2.7,Finance,2,3.7,0.078,0.5779,0.9,15.4,5,1
0.26,HR,1,13.8,0.0127,0.4719,12.2,68.2,4,0
1.22,Sales,4,7.4,0.0545,0.7351,32.2,43.7,2,0
2.02,HR,1,9.6,0.0318,0.4927,13.9,47.1,4,0
1.57,Engineering,1,18.0,0.0435,0.3938,0.9,15.8,3,1
5.5,Sales,5,12.3,0.0887,0.728,20.5,53.0,3,1
1.53,Marketing,2,14.0,0.055,0.6441,3.8,4.6,5,0
15.16,Engineering,1,13.6,0.0336,0.7769,0.2,41.4,5,0
1.31,Operations,1,5.2,0.079,0.9518,0.3,40.6,4,0
2.45,HR,2,11.9,0.0743,0.4006,3.9,17.4,3,1
0.26,Marketing,5,4.2,0.0677,0.6846,2.4,99.8,3,0
2.88,Sales,2,11.9,0.0161,0.8453,60.0,71.2,1,1
1.64,Marketing,1,7.1,0.0329,0.3473,3.1,95.6,1,1
12.68,Finance,2,8.3,0.0813,0.4687,5.8,74.2,1,1
2.38,Operations,2,25.8,0.0429,0.5078,31.8,49.4,4,0
0.26,Engineering,1,13.2,0.03,0.6645,11.6,61.3,2,1
0.34,Marketing,4,5.5,0.0764,0.397,0.9,16.8,1,0
0.29,Sales,1,2.0,0.0194,0.5948,7.0,15.3,5,1
1.32,HR,4,9.9,0.0267,0.7531,1.5,48.6,4,0
1.17,Engineering,3,2.3,0.0426,0.5925,3.3,20.3,4,0
11.53,Operations,1,28.0,0.0764,0.5692,20.6,77.0,4,0
0.65,Finance,3,8.5,0.0274,0.7744,6.5,29.7,5,0
3.59,Operations,3,16.8,0.0245,0.6641,33.6,8.7,4,1
1.69,Finance,2,2.8,0.0093,0.6622,22.9,58.5,1,1
3.74,Engineering,2,13.0,0.0522,0.3845,8.7,55.5,4,0
1.18,HR,1,19.3,0.0161,0.6838,10.2,26.1,3,1
0.21,HR,1,13.8,0.0436,0.4748,5.4,12.9,5,0
0.76,Engineering,3,16.0,0.0079,0.6775,27.4,62.9,3,1
1.43,Operations,1,12.1,0.0181,0.6059,37.6,74.0,4,1
7.4,Operations,1,6.6,0.0212,0.6236,33.4,18.9,5,1
4.11,Finance,2,4.3,0.0673,0.175,28.2,74.6,1,0
0.8,Finance,1,5.0,0.0543,0.5283,13.4,65.6,5,0
2.01,Marketing,3,28.5,0.0166,0.716,1.0,77.5,4,1
1.25,Marketing,3,10.6,0.0854,0.7726,12.3,6.4,5,1
0.08,Engineering,3,20.5,0.0831,0.7455,6.2,96.6,4,0
0.53,Finance,1,5.8,0.0321,0.1615,1.5,66.0,3,0
4.27,Marketing,2,15.3,0.0477,0.577,23.8,25.9,3,1
3.05,Marketing,3,4.1,0.0124,0.7406,9.4,87.7,2,0
1.63,Finance,2,7.5,0.0238,0.654,9.7,58.1,4,0
3.64,Operations,3,6.3,0.0046,0.2213,45.9,16.1,1,1
5.92,Finance,2,26.4,0.0343,0.4705,16.1,85.3,2,1
5.69,HR,1,4.7,0.0931,0.6353,14.2,72.2,4,0
0.47,HR,1,14.1,0.092,0.4415,2.8,28.0,2,1
8.44,Marketing,3,12.4,0.0117,0.7717,10.6,54.4,4,0
0.6,Operations,1,3.1,0.0215,0.202,10.7,39.9,3,0
4.48,Sales,4,20.7,0.0466,0.9805,17.4,0.7,3,1
0.37,Sales,2,22.3,0.0474,0.5853,10.7,47.8,4,1
0.78,Finance,1,10.7,0.0728,0.8763,40.1,23.6,2,1
4.59,Marketing,3,9.4,0.0372,0.8657,3.8,15.4,2,0
1.1,HR,2,1.7,0.107,0.4884,36.5,9.3,2,1
1.06,Finance,1,2.6,0.0387,0.6976,9.6,22.3,2,0
8.96,Engineering,5,7.4,0.0797,0.4595,13.3,76.0,1,1
0.58,Sales,3,4.2,0.0935,0.6248,5.4,35.9,4,1
3.13,Operations,2,16.8,0.1397,0.7763,13.1,13.9,4,1
6.07,Finance,3,2.5,0.0245,0.8086,46.0,17.0,1,1
3.06,Operations,2,2.3,0.0552,0.7191,52.8,65.2,3,0
1.74,Sales,2,13.2,0.021,0.7681,1.7,40.3,5,0
0.08,Sales,1,11.8,0.0365,0.6241,28.0,62.2,3,1
3.88,Operations,1,10.1,0.0112,0.5702,5.7,5.2,5,0
3.83,Operations,2,15.3,0.0213,0.8765,8.6,72.8,2,0
2.89,Operations,2,5.4,0.1157,0.6883,8.6,96.3,4,0
2.78,Sales,3,6.6,0.0479,0.4911,2.3,78.7,4,1
4.06,Marketing,2,11.5,0.0384,0.3314,0.4,72.2,4,0
0.53,HR,2,10.6,0.0313,0.4,0.5,19.9,4,0
1.56,Operations,3,4.5,0.0726,0.9071,0.7,40.6,4,0
7.36,Operations,5,18.7,0.0571,0.5588,1.5,15.6,5,0
0.24,HR,1,3.1,0.0131,0.549,10.0,76.2,3,0
10.31,Sales,4,7.0,0.0182,0.4266,24.6,74.2,4,0
4.93,Operations,3,3.4,0.0265,0.4447,9.8,12.3,2,0
1.45,HR,1,36.6,0.0295,0.5493,0.4,74.5,3,1
2.25,HR,1,9.6,0.0461,0.7165,0.5,57.1,4,0
4.16,Finance,1,4.0,0.012,0.4264,3.9,98.1,4,0
0.28,Operations,3,6.4,0.0334,0.7243,5.8,99.0,5,0
2.53,Engineering,2,11.4,0.0399,0.7523,2.8,8.1,4,1
3.29,Operations,2,16.8,0.0195,0.4632,2.5,83.7,4,0
5.61,HR,3,4.3,0.0404,0.6955,3.0,16.1,3,0
6.16,Engineering,1,23.1,0.0298,0.3325,22.7,55.0,2,1
9.84,Sales,2,9.3,0.0359,0.7302,5.5,50.5,4,0
2.57,HR,4,13.3,0.0268,0.8883,10.4,27.4,3,0
6.61,Marketing,5,6.0,0.0458,0.4729,38.2,72.2,5,0
1.01,Finance,3,12.0,0.0267,0.5223,2.6,53.6,5,0
2.69,Engineering,1,5.6,0.0759,0.4322,4.9,62.2,1,0
3.5,HR,1,6.7,0.0156,0.7084,21.8,69.1,1,1
1.98,Sales,1,17.2,0.06,0.366,10.3,40.4,3,1
3.05,Sales,2,12.8,0.0515,0.7288,6.9,4.1,2,0
8.07,Marketing,1,7.2,0.0757,0.2692,12.8,25.8,2,1
3.65,Marketing,4,16.6,0.0652,0.8719,15.7,17.6,3,1
2.33,Engineering,3,11.1,0.0126,0.4429,24.5,75.3,4,0
7.61,Finance,2,1.4,0.0168,0.4535,0.5,25.0,2,0
8.27,HR,1,8.3,0.0236,0.4858,7.4,36.5,5,0
2.87,HR,2,16.9,0.0229,0.8185,0.4,44.6,4,0
2.26,Marketing,2,27.9,0.046,0.6805,9.7,83.5,4,1
5.78,Sales,3,3.6,0.0201,0.5879,9.6,84.4,2,0
9.32,Marketing,1,16.2,0.0316,0.5803,3.1,22.0,2,1
1.91,HR,3,9.3,0.044,0.5941,20.3,40.8,3,1
2.07,Engineering,1,3.1,0.0327,0.7814,60.0,24.4,5,1
6.09,Marketing,1,3.3,0.009,0.8202,8.1,97.6,5,0
2.39,Operations,5,3.7,0.02,0.3411,14.3,53.3,3,0
2.48,Finance,1,2.2,0.0551,0.7375,26.6,0.1,3,1
3.7,Marketing,1,2.8,0.0129,0.4089,1.4,9.1,3,0
0.49,Engineering,2,9.6,0.0637,0.8394,0.3,85.6,3,0
3.01,HR,2,1.3,0.0054,0.5693,9.3,39.8,5,0
0.33,HR,1,4.4,0.0168,0.4511,9.6,90.5,4,0
0.29,Marketing,1,6.7,0.0444,0.731,2.2,66.3,3,0
5.1,HR,1,4.4,0.0384,0.5939,1.0,53.3,1,0
2.86,Marketing,2,2.5,0.1517,0.8523,7.8,81.5,1,1
0.07,Sales,1,9.0,0.0491,0.3808,22.7,73.0,4,0
2.78,Finance,3,4.3,0.0683,0.6207,2.4,58.2,4,0
3.29,Sales,4,4.6,0.0245,0.817,9.1,8.5,4,0
0.73,Finance,1,8.0,0.0839,0.9696,46.1,80.2,5,0
0.73,Engineering,1,14.1,0.0151,0.9318,36.8,83.1,4,0
0.3,Marketing,1,5.3,0.121,0.6052,7.6,89.4,5,0
1.94,Engineering,1,5.5,0.0535,0.44,45.0,10.2,4,1
3.49,Operations,1,2.9,0.047,0.693,11.4,97.2,5,0
11.82,Operations,3,16.8,0.0967,0.787,9.3,43.8,3,0
0.91,Finance,1,9.2,0.0072,0.7144,3.5,21.8,2,1
3.48,Operations,2,16.1,0.0506,0.7393,1.2,71.1,5,0
1.81,Marketing,3,17.9,0.0273,0.2587,19.8,77.5,3,1
3.25,Engineering,3,5.2,0.0686,0.8417,34.6,0.1,2,1
4.73,Marketing,1,15.2,0.0655,0.3783,12.4,32.5,4,1
1.68,HR,1,9.9,0.0591,0.4708,4.1,46.8,4,1
0.31,Operations,5,5.6,0.0103,0.323,35.6,84.9,1,1
5.28,Operations,1,4.9,0.0586,0.405,10.8,2.0,4,0
2.57,Operations,3,9.0,0.0636,0.3534,0.0,75.2,2,0
8.07,HR,3,10.6,0.0122,0.9201,18.4,93.1,2,0
0.72,Sales,2,1.0,0.1268,0.9368,0.6,94.2,5,0
0.49,Engineering,1,6.3,0.0382,0.9191,5.8,22.5,3,0
0.64,Engineering,1,10.3,0.0099,0.6401,4.0,61.7,3,0
14.25,Operations,2,12.2,0.105,0.7629,12.8,47.7,2,1
6.41,Finance,2,8.0,0.0081,0.7595,7.8,61.6,5,0
1.07,HR,3,11.9,0.0251,0.3855,4.6,54.6,1,1
1.28,HR,3,4.9,0.0257,0.0834,3.1,90.5,1,1
3.45,Sales,4,11.7,0.0505,0.758,12.3,73.3,3,0
1.97,Finance,5,10.6,0.0203,0.3279,8.0,54.6,2,0
1.16,HR,3,17.7,0.0733,0.8389,39.0,99.7,2,1
1.37,Marketing,1,23.9,0.0716,0.6794,12.8,93.9,3,1
7.25,Engineering,2,18.0,0.042,0.5564,4.1,15.0,3,0
3.9,Operations,2,7.2,0.0479,0.2079,14.6,63.6,5,1
7.3,Engineering,2,3.1,0.0343,0.6231,0.9,93.6,3,0
9.28,HR,1,4.4,0.0118,0.3743,13.6,84.5,4,0
3.74,HR,2,23.5,0.0305,0.7162,26.7,89.4,5,1
3.46,Marketing,1,9.3,0.0231,0.3573,52.2,61.7,5,0
0.56,Finance,1,10.9,0.0442,0.0619,9.0,7.8,5,1
2.53,Sales,3,16.1,0.0267,0.3635,0.9,1.7,4,1
1.26,HR,2,8.9,0.047,0.402,1.5,30.2,2,0
8.68,Finance,2,19.9,0.1001,0.5636,5.7,61.6,2,1
1.14,HR,2,2.8,0.0627,0.6821,0.2,92.5,3,0
1.42,Engineering,2,12.6,0.0268,0.575,12.6,39.4,4,0
8.92,Sales,1,28.4,0.0087,0.5099,23.4,62.7,3,1
13.64,Finance,2,21.0,0.0554,0.7942,12.1,53.4,4,0
3.49,Sales,1,21.8,0.0663,0.1955,28.2,23.6,5,1
2.9,Finance,3,2.5,0.0167,0.3566,42.0,31.4,1,1
1.18,Engineering,1,10.4,0.0129,0.7546,18.2,37.3,5,0
5.13,Marketing,5,8.1,0.0343,0.5834,12.4,76.5,4,0
2.42,Sales,3,4.3,0.1145,0.4779,17.7,66.9,4,0
2.66,Finance,2,10.5,0.1278,0.9812,5.4,47.4,3,1
2.34,Operations,1,3.1,0.0602,0.7155,0.3,99.1,2,0
2.25,HR,2,11.9,0.1039,0.7213,6.0,29.8,4,0
1.16,Engineering,3,4.1,0.1011,0.5973,18.5,73.3,5,0
14.7,Engineering,3,11.5,0.0244,0.407,7.0,11.1,4,1
4.66,HR,3,4.5,0.1096,0.4938,7.7,45.2,4,0
14.24,Engineering,4,6.9,0.0485,0.0998,1.6,77.8,3,0
15.79,Operations,2,6.4,0.0267,0.6793,24.9,47.8,4,0
1.63,Operations,3,8.0,0.0352,0.6644,13.0,58.6,4,0
2.32,Operations,2,8.6,0.0409,0.9387,9.7,47.8,1,1
5.35,Operations,2,6.4,0.128,0.8166,18.2,22.6,4,0
1.43,Finance,2,3.7,0.0743,0.7368,31.9,87.1,1,1
8.96,Sales,3,18.5,0.018,0.7414,0.5,66.4,4,1
2.25,HR,1,8.9,0.0247,0.7362,20.1,74.3,5,1
1.56,Sales,1,10.7,0.0392,0.4795,8.7,94.9,5,1
1.88,Operations,1,6.4,0.0699,0.8302,3.1,69.2,3,0
0.27,HR,4,37.3,0.1062,0.88,23.1,6.5,4,1
1.27,HR,2,9.5,0.0437,0.7254,8.4,62.9,4,0
14.19,Marketing,2,19.2,0.0125,0.4197,20.5,50.5,4,0
1.87,HR,2,7.0,0.0535,0.8441,12.7,22.2,1,0
1.66,HR,2,12.9,0.0995,0.6156,9.9,59.3,4,0
3.15,Sales,4,7.7,0.0226,0.7057,7.9,67.3,4,0
3.0,Engineering,5,17.1,0.1024,0.6597,10.4,55.9,5,0
0.43,Engineering,3,5.9,0.0133,0.6341,26.3,15.3,5,0
3.75,HR,3,3.3,0.0446,0.5066,5.6,63.5,4,0
0.42,Operations,1,10.7,0.0012,0.361,21.4,2.5,2,1
0.8,Sales,1,17.9,0.0389,0.2746,11.0,15.9,4,1
0.21,Finance,2,7.9,0.0923,0.3469,23.0,79.8,5,0
5.37,Sales,3,5.7,0.0276,0.7216,43.6,49.0,2,1
4.41,Sales,1,2.8,0.0536,0.3757,9.3,59.1,5,0
1.52,Engineering,3,18.1,0.0423,0.3061,1.7,33.9,1,0
3.79,Finance,1,4.2,0.0364,0.4199,12.8,56.6,5,0
7.8,Finance,1,6.3,0.0307,0.7086,15.6,3.8,5,1
0.66,HR,1,6.2,0.0401,0.76,6.3,2.4,5,0
1.66,Finance,3,8.4,0.0321,0.9562,0.4,90.4,3,0
0.39,HR,3,12.9,0.0023,0.6194,16.8,28.6,5,0
0.06,Sales,2,30.4,0.0483,0.5025,0.3,80.4,3,1
0.6,Marketing,3,11.0,0.0879,0.2926,11.3,51.6,2,1
3.51,Finance,3,2.8,0.0874,0.8907,0.8,7.5,3,0
2.78,Engineering,2,8.1,0.0373,0.4545,10.1,6.3,5,0
1.84,HR,3,11.2,0.0296,0.2184,35.8,6.2,1,1
3.1,HR,1,20.1,0.0482,0.2866,3.0,50.2,3,1
6.59,Marketing,2,18.5,0.0714,0.9635,21.5,33.4,4,0
2.93,Sales,1,7.8,0.0518,0.7776,14.3,97.8,5,0
4.86,Operations,2,9.3,0.0286,0.7873,42.9,10.8,2,0
2.23,Finance,2,10.3,0.0444,0.4868,1.9,39.7,2,0
0.16,Engineering,1,9.3,0.041,0.4125,23.9,1.4,2,1
1.86,HR,2,8.1,0.0326,0.8619,32.6,61.4,4,0
6.85,Operations,3,24.3,0.024,0.2863,5.2,9.4,4,1
3.2,Sales,2,4.9,0.0287,0.363,4.9,68.1,3,0
15.94,Marketing,1,16.4,0.0394,0.7106,9.9,71.9,4,0
3.48,Marketing,1,14.4,0.0293,0.5939,12.0,98.6,3,0
5.73,Marketing,2,7.8,0.0573,0.5945,40.1,22.1,1,1
6.32,Engineering,3,4.7,0.1005,0.6607,8.8,65.6,1,1
2.69,HR,4,8.9,0.0793,0.2698,0.5,30.6,4,1
2.26,HR,1,13.3,0.0586,0.3045,13.6,30.4,5,0
3.5,HR,3,0.3,0.0034,0.4804,9.8,85.7,3,0
6.15,Operations,2,3.1,0.0482,0.2848,9.6,89.0,4,0
4.87,Engineering,5,0.7,0.026,0.5293,5.7,26.9,5,0
4.6,Finance,1,10.8,0.0113,0.4182,0.8,59.8,4,0
0.61,Operations,2,10.4,0.0582,0.49,35.9,74.0,1,1
1.82,Operations,2,3.5,0.0545,0.2102,2.8,33.9,3,0
4.25,Finance,1,4.4,0.0213,0.6538,1.1,15.4,1,1
2.29,Operations,1,10.0,0.0258,0.4317,60.0,81.6,5,1
8.85,HR,1,2.0,0.0334,0.4876,35.2,52.3,5,0
0.21,Finance,2,13.8,0.0021,0.6893,14.2,27.8,2,1
1.3,Finance,3,7.1,0.0346,0.428,11.7,2.8,4,1
0.18,Engineering,3,8.4,0.0864,0.3946,27.8,85.8,1,1
1.23,Engineering,1,9.0,0.0201,0.4991,14.3,44.5,2,1
0.05,Operations,4,2.8,0.0588,0.56,25.2,55.5,1,1
14.35,Sales,2,9.0,0.1247,0.5097,23.7,13.4,1,1
3.5,HR,5,12.7,0.0412,0.9416,3.0,8.3,4,0
3.06,Finance,1,4.8,0.0786,0.713,7.0,35.6,3,1
3.16,Finance,3,4.3,0.0536,0.4152,60.0,22.9,4,0
1.37,Finance,4,29.1,0.0126,0.8899,6.1,3.4,5,0
0.69,Operations,3,3.9,0.0134,0.6886,17.7,17.6,5,0
3.81,Marketing,3,6.1,0.0226,0.8227,30.8,65.4,1,0
0.52,Operations,2,21.5,0.0601,0.9579,3.8,25.1,3,1
0.19,Finance,3,1.8,0.0429,0.5307,42.1,96.6,5,0
1.53,Operations,2,7.7,0.0744,0.347,40.1,90.1,5,1
3.25,Finance,2,12.5,0.064,0.5101,40.8,34.6,4,1
0.34,Finance,5,8.0,0.0402,0.6055,60.0,79.1,3,1
6.45,Marketing,1,1.5,0.049,0.3862,31.7,18.0,3,1
2.9,Operations,2,3.1,0.0133,0.8464,30.1,46.5,3,0
9.38,Engineering,4,1.3,0.1117,0.7358,34.8,42.9,3,1
0.16,Operations,1,7.3,0.0165,0.5585,0.5,87.3,3,0
0.05,Marketing,1,11.2,0.0762,0.6104,7.1,40.5,4,1
1.06,Operations,1,4.7,0.0319,0.6961,33.4,16.3,4,0
0.12,Marketing,3,6.4,0.0147,0.585,57.2,69.9,4,1
5.65,Operations,4,6.4,0.0572,0.7076,13.9,64.0,5,0
4.61,Sales,1,19.2,0.0155,0.8818,22.2,32.2,4,1
1.87,Sales,2,9.9,0.0673,0.5416,7.5,74.2,3,0
0.7,Sales,2,9.0,0.007,0.5388,8.5,64.0,5,0
2.82,Sales,3,17.1,0.0537,0.8827,45.3,15.5,2,1
2.86,Sales,3,2.3,0.0565,0.6972,4.6,20.2,3,0
5.61,HR,5,9.8,0.0147,0.2182,18.1,66.2,1,0
0.73,Sales,1,5.4,0.0051,0.2336,60.0,60.0,5,1
4.81,Engineering,1,21.0,0.0315,0.4314,14.1,3.5,3,1
4.09,Finance,2,17.2,0.0402,0.7547,13.9,25.6,2,1
1.99,Marketing,2,5.4,0.05,0.6872,5.8,9.3,4,1
0.18,Engineering,2,6.7,0.0124,0.3318,1.6,97.4,5,0
0.44,Finance,1,3.7,0.0056,0.3183,13.7,48.3,5,0
0.39,Finance,1,15.4,0.1502,0.5047,5.9,50.7,3,1
2.76,Marketing,4,13.1,0.073,0.4038,0.7,14.6,5,1
6.74,Engineering,1,7.0,0.0991,0.4524,14.9,46.9,3,1
3.8,Marketing,2,7.0,0.0612,0.8316,17.4,96.4,2,0
0.95,Engineering,3,5.8,0.015,0.1638,29.0,86.5,2,0
3.33,Sales,1,20.1,0.0616,0.5483,25.2,48.2,1,1
4.01,Sales,1,7.5,0.0918,0.5377,32.7,88.1,4,0
14.15,Operations,2,6.0,0.1201,0.3053,16.3,42.2,4,0
0.18,Sales,2,14.3,0.0124,0.6358,43.1,61.2,4,1
2.9,Marketing,1,0.6,0.0438,0.5047,41.2,38.2,4,0
7.77,Operations,2,6.7,0.0262,0.6151,0.6,68.1,4,0
0.2,Operations,1,15.7,0.0049,0.6085,7.4,70.2,5,0
1.03,Sales,1,23.2,0.0592,0.3779,3.2,10.4,3,1
3.37,Engineering,1,4.9,0.027,0.7093,5.6,89.9,3,0
1.77,Sales,1,12.0,0.1327,0.2549,0.8,25.1,5,0
2.48,Marketing,2,4.9,0.0404,0.9607,25.1,76.2,3,0
2.4,Sales,4,30.8,0.0754,0.1113,13.6,94.2,1,1
3.98,Finance,1,9.4,0.0554,0.3505,16.4,29.3,3,1
1.51,HR,2,13.0,0.011,0.2157,24.5,97.5,4,0
4.28,Marketing,2,0.8,0.0406,0.8432,9.1,77.4,1,0
5.29,Finance,3,5.7,0.1099,0.643,1.3,73.3,2,0
3.17,Finance,2,14.4,0.0669,0.3577,51.4,10.6,3,1
1.27,Marketing,1,2.3,0.015,0.4188,11.3,46.3,3,1
7.55,Operations,2,9.4,0.0989,0.5826,13.9,47.3,5,0
0.12,HR,1,23.9,0.059,0.9245,0.1,89.5,4,0
2.39,Finance,3,14.9,0.0443,0.7192,1.0,49.0,5,0
4.86,Finance,1,12.3,0.0281,0.7862,24.1,38.6,3,1
1.66,Marketing,3,6.0,0.0497,0.22,31.8,42.4,4,0
1.4,HR,2,3.0,0.0181,0.5744,9.8,96.4,4,0
0.45,HR,3,8.0,0.0678,0.7958,60.0,61.4,2,1
2.04,Operations,1,13.4,0.0738,0.8283,2.3,49.8,1,0
9.37,Operations,3,3.7,0.0075,0.6807,60.0,76.4,3,0
0.11,Finance,3,14.8,0.0402,0.7223,2.0,28.1,1,0
0.21,Engineering,2,9.8,0.0581,0.418,6.5,85.5,4,0
8.04,Sales,1,4.3,0.0441,0.6236,23.5,62.3,5,0
17.81,HR,1,1.7,0.0412,0.9026,0.0,26.4,3,0
3.34,Marketing,1,2.3,0.0514,0.7014,19.4,9.8,2,1
17.39,Marketing,3,7.8,0.0204,0.8246,5.5,50.2,2,0
2.75,Marketing,2,18.3,0.0334,0.5655,6.2,76.3,4,0
2.85,Engineering,3,4.4,0.1035,0.2801,6.7,32.7,3,0
4.53,HR,3,20.0,0.0543,0.783,25.8,96.3,5,0
13.16,Marketing,3,1.5,0.0432,0.4952,54.4,53.6,5,0
1.19,Operations,3,8.8,0.0711,0.7208,2.2,85.1,5,0
2.68,Engineering,2,8.1,0.0121,0.7674,14.9,12.4,4,0
9.47,Operations,2,11.3,0.0277,0.176,7.9,54.5,5,0
8.87,Engineering,1,9.6,0.051,0.5902,0.5,97.8,5,0
7.87,Sales,3,5.9,0.0123,0.4948,14.7,43.5,3,1
4.21,Operations,5,6.0,0.0976,0.8492,19.9,77.8,4,0
4.22,Marketing,2,16.0,0.0081,0.6898,15.1,70.5,4,0
2.77,Operations,4,9.1,0.0321,0.8209,17.0,34.1,4,1
0.26,Finance,5,0.8,0.0286,0.3557,37.6,83.0,3,0
1.54,Finance,2,6.4,0.0253,0.7089,14.5,44.3,2,0
4.86,Finance,3,6.9,0.0315,0.6527,12.2,38.5,4,0
1.64,Finance,2,6.9,0.0862,0.795,16.6,66.3,2,1
1.18,Finance,1,14.4,0.0792,0.3884,2.8,21.4,3,1
0.08,Sales,1,5.2,0.0052,0.2196,8.3,90.7,5,0
5.78,Operations,2,10.2,0.0891,0.7414,13.6,6.7,5,1
2.72,HR,3,24.2,0.0428,0.6275,38.3,89.7,5,0
1.7,Finance,1,18.4,0.046,0.7353,43.6,54.1,5,0
3.86,Marketing,3,4.9,0.0674,0.9499,16.0,66.9,2,0
0.62,Finance,3,9.3,0.0264,0.7448,10.8,95.7,4,0
7.34,Finance,3,0.3,0.0853,0.5206,17.8,96.1,2,0
2.93,Engineering,1,12.9,0.0824,0.5078,37.2,85.3,3,0
7.04,Sales,2,2.8,0.0745,0.6933,12.5,76.4,4,0
0.09,HR,1,8.4,0.0905,0.6327,43.3,56.9,5,1
0.66,HR,1,7.5,0.0078,0.7751,5.0,22.6,5,1
0.39,Operations,1,17.7,0.0493,0.2719,0.1,44.0,4,0
0.92,Operations,1,10.3,0.0432,0.4194,13.0,57.9,3,0
4.32,Marketing,1,7.5,0.0598,0.8177,58.1,24.3,3,1
0.43,HR,2,13.5,0.0911,0.738,60.0,60.3,4,1
10.81,Engineering,2,19.7,0.0417,0.8332,1.7,56.3,2,0
3.39,Marketing,1,0.5,0.0948,0.4572,3.4,71.8,3,0
5.4,Operations,4,5.1,0.0094,0.6742,15.9,63.1,2,0
10.98,HR,2,24.7,0.0436,0.537,5.0,86.5,1,1
1.52,Marketing,4,32.8,0.0112,0.59,1.7,42.0,5,0
4.27,Operations,2,4.3,0.0238,0.869,36.5,57.7,3,1
0.28,Finance,1,15.8,0.0835,0.3433,25.7,60.5,3,1
0.19,Sales,4,4.3,0.0372,0.83,55.8,34.8,4,1
2.34,Engineering,4,3.3,0.0189,0.8615,8.0,66.2,4,0
3.68,Marketing,2,7.7,0.0698,0.437,45.8,33.0,5,1
4.34,Finance,2,17.1,0.0625,0.4246,10.2,77.8,5,0
6.95,Engineering,2,7.0,0.0384,0.3403,37.7,90.8,3,0
5.87,Engineering,2,17.0,0.0706,0.4178,39.8,25.3,3,1
3.07,Operations,3,18.1,0.0817,0.5237,12.1,58.5,2,1
2.25,Sales,2,5.8,0.0048,0.3669,7.9,86.1,5,0
1.71,Sales,1,5.6,0.0164,0.7653,3.4,58.4,1,0
0.02,Finance,1,7.1,0.0735,0.8276,21.2,42.1,5,0
4.02,HR,1,8.6,0.0225,0.3698,11.8,69.4,5,0
6.76,Operations,1,7.9,0.0283,0.3465,2.6,40.2,5,0
5.18,Marketing,2,9.3,0.0613,0.8908,39.3,47.8,4,0
1.48,HR,4,6.1,0.0353,0.5507,1.8,99.3,4,0
2.22,Sales,1,3.0,0.0203,0.5125,4.2,38.0,4,0
1.65,Operations,1,28.6,0.0638,0.5196,10.2,90.7,2,1
2.08,Finance,1,5.1,0.0124,0.5638,7.4,74.2,2,0
2.78,Operations,2,1.7,0.0206,0.8778,33.9,42.0,4,0
0.34,HR,2,14.3,0.0009,0.1488,8.3,90.2,4,1
0.98,Engineering,2,3.6,0.0367,0.8518,3.3,15.1,5,0
0.41,Operations,5,13.3,0.0699,0.8858,3.4,95.4,3,1
0.03,Sales,5,4.9,0.038,0.5197,9.3,70.7,3,0
1.29,Operations,3,32.2,0.0718,0.7849,50.8,54.7,4,1
1.92,Marketing,3,21.9,0.0489,0.7591,50.4,44.8,1,1
1.76,Sales,2,7.4,0.0613,0.5946,3.7,93.0,4,0
0.13,Marketing,2,12.4,0.0766,0.9779,23.9,81.0,2,1
6.0,Engineering,2,10.6,0.0329,0.6483,60.0,55.0,4,0
0.58,HR,3,4.8,0.0075,0.4336,17.6,81.5,1,0
3.21,HR,1,13.9,0.0575,0.3063,4.7,55.9,3,1
3.39,Finance,1,9.2,0.0143,0.9052,23.7,72.8,4,1
0.43,Finance,1,10.2,0.0794,0.7484,20.9,63.7,4,0
0.12,Finance,2,13.1,0.0188,0.8492,20.1,19.5,5,0
0.09,HR,3,8.0,0.027,0.5809,1.1,21.7,4,1
1.15,Marketing,1,4.2,0.106,0.6261,9.2,72.2,4,0
3.03,Engineering,2,12.4,0.0486,0.5849,1.2,28.0,4,0
0.5,Marketing,2,14.8,0.0262,0.8076,52.0,89.3,4,0
0.25,Engineering,3,14.8,0.0278,0.6254,42.3,53.2,5,1
3.13,Engineering,1,15.0,0.0351,0.4741,15.9,13.9,2,1
0.55,Marketing,1,11.3,0.0699,0.3181,28.7,76.6,4,0
5.81,Engineering,2,1.8,0.0287,0.746,7.1,74.9,1,0
2.36,Marketing,2,33.2,0.0222,0.906,16.2,65.1,1,1
3.09,Engineering,3,14.7,0.0314,0.7933,0.8,90.9,4,0
7.3,Engineering,2,6.4,0.0806,0.8827,28.8,74.6,4,0
